id,NameLatNom,rus,NameLatGen,Type,VrdG,VsdG,GttsPerMl,Density,E_Factor,KUO,KV,Solubility,Storage,InteractionNotes,ointment_entry_type,ointment_solvent_inn_key,ointment_ratio_solute_to_solvent,ointment_note,PedsVrdG,PedsRdG,VrdChild_0_1,VrdChild_1_6,VrdChild_7_14,NeedsTrituration,ByComposition,PharmActivity,ByNature,PhysicalState,IsListA_Poison,NaturalGroup,IsNarcotic,List_A,List_B,HerbalPart,PrepMethod,HerbalRatio,WaterTempC,HeatBathMin,StandMin,CoolMin,Strain,PressMarc,BringToVolume,ShelfLifeHours,StoragePrepared,NotesHerbal,IsHerbalMix,MixComponents,MixUse,ExtractionSolvent,TinctureRatio,MacerationDays,ShakeDaily,Filter,StorageTincture,ExtractType,ExtractSolvent,ExtractRatio,ExtractStd,IsOintmentFitocomp,OintmentBase,OintmentStrength,UseRoute,Process,BufferType,BufferPH,BufferMolarity,BufferComponents,SolventType,Sterile,NotesSolvent,BaseType,NotesBase,dissolution_type
157,Ichthyolum,Ихтиол,Ichthyoli,Act,0.5,1.5,,1.05,0.91,0.75,1.5,Змішується з водою та гліцерином,"У щільно закупореній тарі, у прохолодному місці",К-т заміщення для іхтіолу,emulsion,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ichthyol
158,Infusum herbae Thermopsidis,Настой травы термопсиса,Infusi herbae Thermopsidis,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Infusum radicis Althaeae,Настой корня алтеи,Infusi radicis Althaeae,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Iodine,Йод,Iodi,Act,0.02,0.06,,,,,,"Дуже мало розчинний у воді, розчинний у спирті","У скляних банках з притертими пробками, у захищеному від світла місці",Несумісний з аміаком,solution,spiritus,,Несумісний з аміаком,0.01,0.03,0.0025,0.005,0.01,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Iodium,Йод,Iodi,Act,0.02,0.06,,,,,,"Дуже мало розчинний у воді, розчинний у спирті","У скляних банках з притертими пробками, у захищеному від світла місці",Несумісний з аміаком,solution,spiritus,,Несумісний з аміаком,0.01,0.03,0.0025,0.005,0.01,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Iodum,Йод,Iodi,Act,0.02,0.05,,4.9,1.0,1.0,,1:5000,DarkGlass,StarchIncompatible,,,,,,,,,NO,Лекарственное вещество,Антисептическое,Синтетические,Твердые,NO,,NO,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs_KI_Solubilizer,,,,,,,,,,
163,Iron ammonium citrate,Цитрат железа-аммония,Ferri-ammonii citratis,Act,1.0,3.0,,,,,,,,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Isoniazidum,Изониазид,Isoniazidi,Act,0.3,0.9,,,,,,,темне місце,,,,,,0.15,0.45,0.0375,0.075,0.15,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Kalii acetas,Калии ацетас,Kalii acetatis,Act,2.0,6.0,,,,,,,темне місце,,,,,,1.0,3.0,0.25,0.5,1.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Kalii bromidum,Kalii bromidum,Kalii bromidi,Act,2.0,6.0,,,,,,,,,,,,,1.0,3.0,0.25,0.5,1.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Kalii iodidum,Калия йодид,Kalii iodidi,Act,1.0,3.0,,,,0.27,,"Дуже легко розчинний у воді, розчинний у гліцерині",У захищеному від світла місці,Несумісний з солями заліза,emulsion,aqua purificata,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Kalii permanganas,Калия перманганат,Kalii permanganatis,Act,0.1,0.3,,,,,,,сухе місце,,,,,,0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Kalii sulfas,Калия сульфат,Kalii sulfatis,Act,,,,,,,,,темне місце,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Lactic acid,Кислота молочная,Acidi lactici,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Laevomycetinum,Левомицетин,Laevomycetini,Act,0.5,2.0,,,,,,,,,,,,,0.25,1.0,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Lead acetate,Ацетат свинца,Plumbi acetatis,Act,0.1,0.3,,,,,,,,,,,,,0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Lead subacetate solution,Раствор субацетата свинца,Solutionis Plumbi subacetatis,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Lithium carbonate,Карбонат лития,Lithii carbonatis,Act,0.5,1.5,,,,,,,,,,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Magnesii carbonate,Карбонат магния,Magnesii carbonatis,Act,2.0,6.0,,,,,,,,,,,,,1.0,3.0,0.25,0.5,1.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Magnesii oxidum,Магния оксид,Magnesii oxydi,Act,1.0,3.0,,,,,,,сухе місце,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Magnesii sulfas,Магния сульфат,Magnesii sulfatis,Act,25.0,25.0,,,,0.50,,Дуже легко розчинний у воді,У щільно закупореній тарі,,,,,,12.5,12.5,3.125,6.25,12.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Magnesium carbonate,Карбонат магния,Magnesii carbonatis,Act,2.0,6.0,,,,,,,,,,,,,1.0,3.0,0.25,0.5,1.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Magnesium oxide,Магния оксид,Magnesii oxydi,Act,1.0,3.0,,,,,,,сухе місце,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Magnesium sulfate,Сульфат магния,Magnesii sulfatis,Act,25.0,25.0,,,,0.5,,Дуже легко розчинний у воді,У щільно закупореній тарі,,,,,,12.5,12.5,3.125,6.25,12.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Menthol,Ментол,Mentholi,Act,0.1,0.3,,,,0.9,100.0,"Практично нерозчинний у воді, дуже легко розчинний у спирті","У щільно закупореній тарі, у прохолодному місці",Утворює евтектики з камфорою,solution_in_base,,,Розчинити в теплій основі (без води),0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Mentholum,Ментол,Mentholi,Act,0.1,0.3,,,,0.9,100.0,"Практично нерозчинний у воді, дуже легко розчинний у спирті","У щільно закупореній тарі, у прохолодному місці",Утворює евтектики з камфорою,solution_in_base,,,Розчинити в теплій основі (без води),0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Mercuric chloride,Хлорид ртути,Hydrargyri dichloridi,Act,0.01,0.02,,,,,,,,,,,,,0.005,0.01,0.00125,0.0025,0.005,YES,Лекарственное вещество,Ядовитые,Синтетические,Твердые,YES,,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Mercuric oxide,Оксид ртути,Hydrargyri oxydi,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Ядовитые,Синтетические,Твердые,YES,,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Methyl salicylate,Метилсалицилат,Methylii salicylatis,Act,1.0,3.0,,,,,,,темне місце,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Methylene blue,Метиленовый синий,Methyleni caerulei,Act,0.1,0.3,,,,,,,темне місце,,,,,,0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Methylenum caeruleum,Метиленовый синий,Methyleni caerulei,Act,0.1,0.3,,,,,,,темне місце,,,,,,0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Morphine hydrochloride,Морфина гидрохлорид,Morphini hydrochloridi,Act,0.02,0.05,,,,,,,сухе місце,,,,,,0.01,0.025,0.0025,0.005,0.01,NO,Лекарственное вещество,Сильнодействующие,Природные,Твердые,NO,Алкалоиды,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Morphine sulfate,Морфина сульфат,Morphini sulfatis,Act,0.02,0.05,,,,,,,,,,,,,0.01,0.025,0.0025,0.005,0.01,NO,Лекарственное вещество,Сильнодействующие,Природные,Твердые,NO,Алкалоиды,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Morphini hydrochloridum,Морфина гидрохлорид,Morphini hydrochloridi,Act,0.02,0.05,,,,,,,сухе місце,,,,,,0.01,0.025,0.0025,0.005,0.01,NO,Лекарственное вещество,Сильнодействующие,Природные,Твердые,NO,Алкалоиды,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Natrii benzoas,Натрия бензоат,Natrii benzoatis,Act,1.0,3.0,,,,,,,,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Natrii bromidum,Natrii bromidum,Natrii bromidi,Act,1.0,3.0,,,,0.24,,"Дуже добре розчинний у воді (приблизно 1:1.5), розчинний у спирті (близько 1:16)","Зберігати у звичайних умовах",Несумісний з алкалоїдами та солями важких металів,,,,0.05,0.15,0.05,0.25,0.5,false,NO,Седативний засіб,Inorganic,Білий кристалічний порошок без запаху,Твердые,Седативні,false,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",Natrii chloridum
193,Natrii hydrocarbonas,Натрия гидрокарбонат,Natrii hydrocarbonatis,Act,5.0,10.0,,,,0.3,,"Розчинний у воді, практично нерозчинний у спирті",У добре закупореній тарі,Несумісний з кислотами,,,,,2.5,5.0,0.625,1.25,2.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Natrii iodidum,Natrii iodidum,Natrii iodidi,Act,1.0,3.0,,,,,,,,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Natrii salicylas,Natrii salicylas,Natrii salicylatis,Act,2.0,6.0,20,0.5,0.23,0.77,0.8,1:1,LightProtected,AcidIncompatible,,,,1.0,3.0,0.25,0.5,1.0,NO,Лекарственное вещество,Анальгезирующее,Синтетические,Твердые,Твердые,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natrii tetraboras,Natrii tetraboratis
196,Natrii tetraboras,Натрия тетраборат,Natrii tetraboratis,Act,,,,0.9,0.1,0.75,,1:25,TightlyClosed,IncompatibleWithAlkaloids,,,,,,,,,NO,Лекарственное вещество,Антисептическое,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Natrii thiosulfas,Натрии thiosulfas,Natrii thiosulfatis,Act,3.0,9.0,,,,0.51,,,,,,,,,1.5,4.5,0.375,0.75,1.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Nicotinic acid,Никотиновая кислота,Acidi nicotinici,Act,0.1,0.5,,,0.25,0.7,,Погано розчинний у воді,,,emulsion,aqua purificata,,Вітамін РР,0.05,0.25,0.0125,0.025,0.05,NO,Лекарственное вещество,Ядовитые,Природные,Твердые,YES,Алкалоиды,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Nitroglycerin,Нитроглицерин,Nitroglycerini,Act,0.0005,0.001,,,,,,,,,,,,,0.00025,0.0005,6.3e-05,0.000125,0.00025,YES,Лекарственное вещество,Сильнодействующие,Синтетические,Жидкие,NO,,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Nitroglycerinum,Нитроглицерин,Nitroglycerini,Act,0.0005,0.001,,,,,,,,,,,,,0.00025,0.0005,6.3e-05,0.000125,0.00025,YES,Лекарственное вещество,Сильнодействующие,Синтетические,Жидкие,NO,,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Novocainum,Новокаин,Novocaini,Act,0.25,0.75,,,,0.25,,"Дуже легко розчинний у воді, легко розчинний у спирті","Список Б. У щільно закупореній тарі, у захищеному від світла місці",,emulsion,aqua purificata,1.0,Розчинити у воді (1:1) та емульгувати з Lanolinum; при воді >0.2 г відняти масу з основи,0.125,0.375,0.03125,0.0625,0.125,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Nystatinum,Нистатин,Nystatini,Act,1.0,4.0,,,,,,,,,,,,,0.5,2.0,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Oleum Menthae,Олеум Мента,Olei Menthae,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Oleum Ricini,Касторовое масло,Olei Ricini,Act,30.0,30.0,,,,,,,,,,,,,15.0,15.0,3.75,7.5,15.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Os purificatum,Очищенный рот,Ossis purificati,Act,,,,,0.7,,,,,К-т заміщення для кісткового борошна,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Papaverine,Папаверин,Papaverini,Act,0.2,0.6,,,,,,,,,,,,,0.1,0.3,0.025,0.05,0.1,NO,Лекарственное вещество,Несильнодействующие,Природные,Твердые,NO,Алкалоиды,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Papaverine hydrochloride,Папаверина гидрохлорид,Papaverini hydrochloridi,Act,0.2,0.6,,,,,,,,,,,,,0.1,0.3,0.025,0.05,0.1,NO,Лекарственное вещество,Несильнодействующие,Природные,Твердые,NO,Алкалоиды,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Papaverini hydrochloridum,Папаверина гидрохлорид,Papaverini hydrochloridi,Act,0.2,0.6,,,,,,,,,,,,,0.1,0.3,0.025,0.05,0.1,NO,Лекарственное вещество,Несильнодействующие,Природные,Твердые,NO,Алкалоиды,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Paracetamolum,Парацетамол,Paracetamoli,Act,1.0,3.0,,,,,,,,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Paste Calendulae 10%,Паста Календула 10%,Paste Calendulae 10%,Act,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Calendula extract::100,,,,,,,,,,,,YES,Zinc paste base,10%,External,Incorporate into pasta Zinci base.,,,,,,,,,,
211,Peppermint oil,Масло мяты перечной,Olei Menthae,Act,0.1,0.3,,,,,,,,,,,,,0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Pepsinum,Пепсин,Pepsini,Act,0.5,1.5,-,-,0.11,0.61,-,Solubilis (1:50 H2O),Список Б в прохладном защищенном от света месте,Активен в кислой среде (pH 1.8-2.0) инактивируется при pH выше 4.0,-,-,-,-,0.05-0.3,0.15-0.9,0.05,0.1-0.2,0.2-0.3,YES,Single,Proteolytic enzyme,Animal origin,Твердые,NO,Enzymes,NO,NO,YES,-,Растворение в подкисленной воде,-,20°C,-,-,-,NO,NO,YES,240,В холодильнике,-,NO,-,-,-,-,-,NO,Через беззольный фильтр или вату,-,-,-,-,-,NO,-,-,Per os,Dissolution,-,1.8-2.0,-,Acidum hydrochloricum,Aqua purificata,NO,-,-,-,Soluble
213,Perhydrolum,Пергидрол,Perhydroli,Act,,,,1.1,0.73,,,,"температура не вище 25 град. C, пробка до посудини повинна мати газовідводну трубку",,"У прохолодному місці, у скляному посуді з притертою пробкою. Спричиняє опіки!",Несумісний з відновниками та більшістю металів,,,,,,,,,,false,false,Жидкие,Inorganic,Безбарвна масляниста рідина,NO,Strong oxidizing agents,NO,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",
214,Phenobarbital,Фенобарбитал,Phenobarbitali,Act,0.2,0.5,,,,,,,,,,,,,0.1,0.25,0.025,0.05,0.1,NO,Лекарственное вещество,Сильнодействующие,Синтетические,Твердые,NO,,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Phenobarbitalum,Фенобарбитал,Phenobarbitali,Act,0.2,0.5,,,,,,,,,,,,,0.1,0.25,0.025,0.05,0.1,NO,Лекарственное вещество,Сильнодействующие,Синтетические,Твердые,NO,,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Phenolphthalein,фенолфталеин,Phenolphthaleini,Act,0.3,0.5,,,,,,,,,,,,,0.15,0.25,0.0375,0.075,0.15,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Phenolphthaleinum,фенолфталеин,Phenolphthaleini,Act,0.3,0.5,,,,,,,,,,,,,0.15,0.25,0.0375,0.075,0.15,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Phenolum purum,Чистый фенол,Phenoli puri,Act,0.1,0.3,-,1.07,0.18,0.8,-,1:15 H2O 1:0.5 Alcohol 1:1.5 Glycerin 1:10 Fatty oils,Список А в плотно укупоренной таре в защищенном от света месте,Образует эвтектические смеси с ментолом тимолом камфорой прижигающее действие,-,-,-,Применяют фенол жидкий (Phenolum liquefactum) 10:1 с водой,0.005,0.015,-,0.005,0.01,YES,Single,Antisepticum disinfectant,Synthetic,Бесцветные игольчатые кристаллы розовеющие на воздухе,YES,Phenols,NO,YES,NO,-,Растворение при легком нагревании (до 40°C) или в глицерине,-,40°C,-,-,-,NO,NO,YES,240,В прохладном месте,-,NO,-,-,-,-,-,NO,NO,-,-,-,-,-,NO,No,Vaselinum Lanolinum,2-5%,External rarely Per os,Dissolution,-,-,-,-,Water Glycerin Fatty oils,No,Фенол жидкий содержит 10% воды и не дает прозрачных масляных растворов,Hydrophobic,-
219,Pilocarpine,Пилокарпин,Pilocarpini,Act,0.02,0.05,,,,,,,,,,,,,0.01,0.025,0.0025,0.005,0.01,NO,Лекарственное вещество,Ядовитые,Природные,Твердые,YES,Алкалоиды,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Pilocarpini hydrochloridum,Пилокарпини гидрохлорид,Pilocarpini hydrochloridi,Act,0.02,0.05,,,,,,,темне місце,,,,,,0.01,0.025,0.0025,0.005,0.01,NO,Лекарственное вещество,Ядовитые,Природные,Твердые,YES,Алкалоиды,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Piperazinum,Пиперазин,Piperazini,Act,2.0,4.0,,,,,,,сухе місце,,,,,,1.0,2.0,0.25,0.5,1.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Platyphyllini hydrotartras,Платифиллины гидротартры,Platyphyllini hydrotartratis,Act,0.01,0.03,20,0.6,0.2,0.8,,1:10,LightProtected,IncompatibleWithAlkalies,0.01,0.03,0.003,0.005,0.01,YES,Лекарственное вещество,Спазмолитическое,Природные,Твердые,YES,Алкалоиды,YES,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Control_A,,,,,,,,,,
223,Potassium acetate,Ацетат калия,Kalii acetatis,Act,2.0,6.0,,,,,,,,,,,,,1.0,3.0,0.25,0.5,1.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Potassium bromide,Бромид калия,Kalii bromidi,Act,2.0,6.0,,,,,,,,,,,,,1.0,3.0,0.25,0.5,1.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Potassium chlorate,Хлорат калия,Kalii chloratis,Act,0.5,1.5,,,,,,,,,,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Potassium iodide,Йодид калия,Kalii iodidi,Act,1.0,3.0,,,,0.27,,"Дуже легко розчинний у воді, розчинний у гліцерині",У захищеному від світла місці,Несумісний з солями заліза,emulsion,aqua purificata,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Potassium permanganate,Калия перманганат,Kalii permanganatis,Act,0.1,0.3,,,,,,,сухе місце,,,,,,0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Procaine,прокаин,Novocaini,Act,0.25,0.75,,,,0.25,,"Дуже легко розчинний у воді, легко розчинний у спирті","Список Б. У щільно закупореній тарі, у захищеному від світла місці",,emulsion,aqua purificata,1.0,Розчинити у воді (1:1) та емульгувати з Lanolinum; при воді >0.2 г відняти масу з основи,0.125,0.375,0.03125,0.0625,0.125,NO,Лекарственное вещество,Сильнодействующие,Синтетические,Твердые,NO,,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Protargolum,Протаргол,Protargoli,Act,0.2,1.0,20.0,1.1,,,,"Легко розчинний у воді, утворює колоїдний розчин","У щільно закритій тарі, в захищеному від світла місці. Несумісний з алкалоїдами, кислотами, солями важких металів.",,,,0.01,0.05,0.01,0.02,0.05,false,false,Антисептичний та в'яжучий засіб,Organic,Коричнево-жовтий легкий порошок без запаху,false,Твердые,NO,false,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,colloidProtargol,colloidProtargol
