id,NameLatNom,rus,NameLatGen,Type,VrdG,VsdG,GttsPerMl,Density,E_Factor,KUO,KV,Solubility,Storage,InteractionNotes,ointment_entry_type,ointment_solvent_inn_key,ointment_ratio_solute_to_solvent,ointment_note,PedsVrdG,PedsRdG,VrdChild_0_1,VrdChild_1_6,VrdChild_7_14,NeedsTrituration,ByComposition,PharmActivity,ByNature,PhysicalState,IsListA_Poison,NaturalGroup,IsNarcotic,List_A,List_B,HerbalPart,PrepMethod,HerbalRatio,WaterTempC,HeatBathMin,StandMin,CoolMin,Strain,PressMarc,BringToVolume,ShelfLifeHours,StoragePrepared,NotesHerbal,IsHerbalMix,MixComponents,MixUse,ExtractionSolvent,TinctureRatio,MacerationDays,ShakeDaily,Filter,StorageTincture,ExtractType,ExtractSolvent,ExtractRatio,ExtractStd,IsOintmentFitocomp,OintmentBase,OintmentStrength,UseRoute,Process,BufferType,BufferPH,BufferMolarity,BufferComponents,SolventType,Sterile,NotesSolvent,BaseType,NotesBase,dissolution_type
161,Ephedrini hydrochloridum,Эфедрина гидрохлорид,Ephedrini hydrochloridi,Act,0.05,0.15,,,,0.25,,Дуже легко розчинний у воді,"Список Б. У щільно закупореній тарі, у захищеному від світла місці",,emulsion,aqua purificata,1.0,,0.025,0.075,0.00625,0.0125,0.025,NO,Лекарственное вещество,Сильнодействующие,Природные,Твердые,NO,Алкалоиды,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Equiseti herba,трава хвоща,Equiseti herba,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Herba,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Erythromycinum,Эритромицин,Erythromycini,Act,0.5,2.0,,,,,,,сухе місце,,,,,,0.25,1.0,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Ethanol 70%,Этанол 70%,Spiritus aethylici 70%,Solv,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Eucalypti folia,Эвкалипт листоватый,Eucalypti folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Eucalyptol,эвкалиптол,Eucalyptoli,Act,0.3,1.0,,,,,,,,,,,,,0.15,0.5,0.0375,0.075,0.15,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Eucalyptus oil,Эвкалиптовое масло,Olei Eucalypti,Act,0.3,1.0,,,,,,,,,,,,,0.15,0.5,0.0375,0.075,0.15,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Euphyllinum,Эуфиллинум,Euphyllini,Act,0.5,1.5,,,,,,,сухе місце,,,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Extractum Althaeae siccum,Сухой экстракт Алтея,Extractum Althaeae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Althaea radix::100,Demulcent,,,,,,,Siccum,Water,DER 3-5:1,,,,,,,,,,,,,,,,
170,Extractum Anisi fluidum,Жидкий экстракт аниса,Extractum Anisi fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Anisi fructus::100,Carminative,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,,,,,,,,,,,,
171,Extractum Belladonnae,Экстракт Белладонны,Extracti Belladonnae,Act,0.05,0.15,,,0.7,,,,,,,,,,0.025,0.075,0.00625,0.0125,0.025,NO,Лекарственное вещество,Ядовитые,Синтетические,Твердые,YES,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Extractum Betulae siccum,Сухой экстракт березы,Extractum Betulae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Betulae folia::100,Diuretic,,,,,,,Siccum,Water,DER 4-6:1,,,,,,,,,,,,,,,,
173,Extractum Calendulae siccum,Сухой экстракт календулы,Extractum Calendulae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Calendula flores::100,Antiseptic,,,,,,,Siccum,Ethanol/Water,DER 3-5:1,,,,,,,,,,,,,,,,
174,Extractum Chamomillae siccum,Сухой экстракт ромашки,Extractum Chamomillae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Chamomilla flores::100,Anti-inflammatory,,,,,,,Siccum,Ethanol/Water,DER 3-6:1,,,,,,,,,,,,,,,,
175,Extractum Crataegi fluidum,Жидкий экстракт боярышника,Extractum Crataegi fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Crataegi fructus::100,Cardiotonic,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,Oral,,,,,,,,,,,
176,Extractum Crataegi siccum,Сухой экстракт крапивы,Extractum Crataegi siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Crataegi fructus::100,Cardiotonic,,,,,,,Siccum,Ethanol/Water,DER 4-7:1,,,,,,,,,,,,,,,,
177,Extractum Echinaceae fluidum,Жидкий экстракт эхинацеи,Extractum Echinaceae fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Echinacea purpurea herba::100,Immunostimulant,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,Oral,,,,,,,,,,,
178,Extractum Eleutherococci fluidum,Жидкий экстракт элеутерококка,Extractum Eleutherococci fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Eleutherococcus radix::100,Adaptogen,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,Oral,,,,,,,,,,,
179,Extractum Eucalypti fluidum,Жидкий экстракт эвкалипта,Extractum Eucalypti fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Eucalypti folia::100,Antiseptic,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,,,,,,,,,,,,
180,Extractum Foeniculi fluidum,Экстракт жидкости Феникса,Extractum Foeniculi fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Foeniculi fructus::100,Carminative,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,,,,,,,,,,,,
181,Extractum Frangulae,Отрывок из Франгулиса,Extracti Frangulae,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Extractum Ginseng fluidum,Жидкий экстракт женьшеня,Extractum Ginseng fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Panax ginseng radix::100,Adaptogen,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,,,,,,,,,,,,
183,Extractum Ginseng siccum,Сухой экстракт женьшеня,Extractum Ginseng siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Panax ginseng radix::100,Adaptogen,,,,,,,Siccum,Ethanol/Water,DER 5-10:1,,,,,,,,,,,,,,,,
184,Extractum Glycyrrhizae,Экстракт солодки,Extracti Glycyrrhizae,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Extractum Glycyrrhizae siccum,Сухой экстракт солодки,Extractum Glycyrrhizae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Glycyrrhizae radix::100,Expectorant,,,,,,,Siccum,Water,DER 4-6:1,,,,,Oral,,,,,,,,,,,
186,Extractum Hyperici siccum,Сухой экстракт зверобоя,Extractum Hyperici siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Hypericum herba::100,Antidepressant-like,,,,,,,Siccum,Ethanol/Water,DER 3-7:1,,,,,Oral,,,,,,,,,,,
187,Extractum Leonuri fluidum,Жидкий экстракт Леонури,Extractum Leonuri fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Leonurus cardiaca herba::100,Sedative,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,Oral,,,,,,,,,,,
188,Extractum Leonuri siccum,Сухой экстракт Леонури,Extractum Leonuri siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Leonurus herba::100,Sedative,,,,,,,Siccum,Ethanol/Water,DER 3-6:1,,,,,,,,,,,,,,,,
189,Extractum Plantaginis siccum,Сухой экстракт подорожника,Extractum Plantaginis siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Plantago folia::100,Anti-inflammatory,,,,,,,Siccum,Water,DER 4-6:1,,,,,,,,,,,,,,,,
190,Extractum Salviae siccum,Сухой экстракт шалфея,Extractum Salviae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Salvia folia::100,Antiseptic,,,,,,,Siccum,Ethanol/Water,DER 3-6:1,,,,,,,,,,,,,,,,
191,Extractum Taraxaci siccum,Сухой экстракт Тараксакума,Extractum Taraxaci siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Taraxaci radix::100,Cholagogue,,,,,,,Siccum,Water,DER 4-6:1,,,,,,,,,,,,,,,,
192,Extractum Thymi siccum,Сухой экстракт тимьяна,Extractum Thymi siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Thymi herba::100,Expectorant,,,,,,,Siccum,Ethanol/Water,DER 4-7:1,,,,,,,,,,,,,,,,
193,Extractum Urticae siccum,Сухой экстракт крапивы,Extractum Urticae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Urtica folia::100,Vitaminic,,,,,,,Siccum,Water,DER 4-6:1,,,,,,,,,,,,,,,,
194,Extractum Valerianae,Экстракт валерианы,Extracti Valerianae,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Extractum Valerianae fluidum,Жидкий экстракт валерианы,Extractum Valerianae fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Valeriana radix::100,Sedative,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,Oral,,,,,,,,,,,
196,Ferri lactas,Железное молоко,Ferri lactatis,Act,1.0,3.0,,,,,,,,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Ferrous sulfate,Сульфат железа,Ferri sulfatis,Act,0.5,1.5,,,,,,,,,,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Foeniculi fructus,Фенхель фрукты,Foeniculi fructus,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Fructus,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Formaldehyde,Формальдегид,Formaldehydi,Act,,,,,,,,,"темне місце, температура не нижче 9 град. C",,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Formaldehyde solution,Раствор формальдегида,Solutionis Formaldehydi,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Formalinum,формалин,Formalini,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Frangulae cortex,Хрустящая корочка,Frangulae cortex,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Cortex,Decoction,1:10,90-100,30.0,,10.0,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Furacilinum,Фурацилин,Furacilini,Act,0.1,0.5,,,,,,,"сухе, темне місце",,,,,,0.05,0.25,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,Needs_Isotonization=Yes;Solubility_Speed=Boiling;Light_Sensitive=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Furosemide,Фуросемид,Furosemidi,Act,0.08,0.16,,,,,,,,,,,,,0.04,0.08,0.01,0.02,0.04,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Gel Arnicae 5%,Арника гель 5%,Gel Arnicae 5%,TopicalPhytoModern,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Arnica extract::100,,,,,,,,,,,,YES,Carbomer,5%,External,For contusions.,,,,,,,,,,
206,Gel Calendulae 5%,Гель Календулы 5%,Gel Calendulae 5%,TopicalPhytoModern,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Calendula extract::100,,,,,,,,,,,,YES,Carbomer,5%,External,Carbomer neutralized gel; incorporate extract at <40°C.,,,,,,,,,,
207,Gel Capsici 0.025%,"Капсичи гель 0,025%",Gel Capsici 0.025%,TopicalPhytoModern,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Capsicum extract::100,,,,,,,,,,,,YES,Carbomer,0.025%,External,Rubefacient gel.,,,,,,,,,,
208,Gel Hyperici 3%,Гель Гиперичи 3%,Gel Hyperici 3%,TopicalPhytoModern,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Hypericum extract::100,,,,,,,,,,,,YES,Carbomer,3%,External,Anti-inflammatory gel base.,,,,,,,,,,
209,Glucose,Глюкоза,Glucosi,Aux,,,,,,0.69,,Легко розчинна у воді,У щільно закупореній тарі,,emulsion,aqua purificata,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Glucosum,глюкоза,Glucosi,Aux,,,,,,0.69,,Легко розчинна у воді,У щільно закупореній тарі,,emulsion,aqua purificata,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Glycerin,Глицерин,Glycerini,Solv,,,24,1.25,,,,Змішується з водою та спиртом,"У щільно закупореній тарі, гігроскопічний",,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Glycerol,Глицерин,Glycerini,Solv,,,24,1.25,,,,Змішується з водою та спиртом,"У щільно закупореній тарі, гігроскопічний",,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Glyceryl monostearate,Глицерилмоностеарат,Glycerol monostearatis,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Мягкие,NO,,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Glycyrrhizae radix,Корень солодки,Glycyrrhizae radix,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Radix,Decoction,1:10,90-100,30.0,,10.0,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Helianthi oleum,Гелиант масло,Helianthi olei,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Heparinum,Гепарин,Heparini,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Сильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Hexamethylenetetraminum,Гексаметилентетрамин,Hexamethylenetetramini,Act,,,,,20,0.78,0.22,1:1.5 (очень легко растворим в воде),У сухому місці,Несумісний з кислотами,,,,,,,,,,NO,Лекарственное вещество,Антисептическое,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Hydrargyri dichloridum,Дихлорид ртути,Hydrargyri dichloridi,Act,0.01,0.02,,,,,,,,,,,,,0.005,0.01,0.00125,0.0025,0.005,YES,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Hydrargyri oxydum flavum,Желтый оксид ртути,Hydrargyri oxydi flavi,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Hydrochloric acid,Соляная кислота,Acidi hydrochlorici,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Hydrogen peroxide,Перекись водорода,Hydrogenii peroxydi,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Hydrogenii peroxydi,Гидрогении пероксиди,Hydrogenii peroxydi solutionis,Act,,,,,,,,,,Змішується з водою у всіх співвідношеннях,У прохолодному захищеному від світла місці. Несумісний з лугами та органічними сполуками,,,,,,,,,,false,false,Антисептичний засіб,Жидкие,Прозора безбарвна рідина без запаху,false,Oxidizing agents,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,",
223,Hydrogenii peroxydum,Перекись водорода,Hydrogenii peroxydi,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Hydroquinone,гидрохинон,Hydrochinoni,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Hyoscine,Гиосцин,Scopolamini,Act,0.0005,0.0015,,,,,,,,,,,,,0.00025,0.00075,6.3e-05,0.000125,0.00025,YES,Лекарственное вещество,Ядовитые,Природные,Твердые,YES,Алкалоиды,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Hypericum herba,Зверобой,Hypericum herba,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Herba,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Infusion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Ichthammolum,Ихтиол,Ichthyoli,Act,1.0,3.0,20.0,1.1,0.18,,,,"Розчинний у воді, гліцерині, частково в спирті та ефірі","Несумісний з алкалоїдами, солями важких металів, кислотами (відбувається коагуляція)",,,,0.1,0.3,0.05,0.2,0.5,false,false,Місцевоподразнювальний та антисептичний засіб,Organic,Темно-коричнева в'язка рідина зі специфічним запахом,Жидкие,Protected colloid,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ichthyol
228,Ichthyolum,Ихтиол,Ichthyoli,Act,0.5,1.5,,1.05,0.91,0.75,1.5,Змішується з водою та гліцерином,"У щільно закупореній тарі, у прохолодному місці",К-т заміщення для іхтіолу,emulsion,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ichthyol
229,Infusum herbae Thermopsidis,Настой травы термопсиса,Infusi herbae Thermopsidis,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Infusum radicis Althaeae,Настой корня алтеи,Infusi radicis Althaeae,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Iodine,Йод,Iodi,Act,0.02,0.06,,,,,,"Дуже мало розчинний у воді, розчинний у спирті","У скляних банках з притертими пробками, у захищеному від світла місці",Несумісний з аміаком,solution,spiritus,,Несумісний з аміаком,0.01,0.03,0.0025,0.005,0.01,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Iodium,Йод,Iodi,Act,0.02,0.06,,,,,,"Дуже мало розчинний у воді, розчинний у спирті","У скляних банках з притертими пробками, у захищеному від світла місці",Несумісний з аміаком,solution,spiritus,,Несумісний з аміаком,0.01,0.03,0.0025,0.005,0.01,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Iron ammonium citrate,Цитрат железа-аммония,Ferri-ammonii citratis,Act,1.0,3.0,,,,,,,,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Isoniazidum,Изониазид,Isoniazidi,Act,0.3,0.9,,,,,,,темне місце,,,,,,0.15,0.45,0.0375,0.075,0.15,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Kalii acetas,Калии ацетас,Kalii acetatis,Act,2.0,6.0,,,,,,,темне місце,,,,,,1.0,3.0,0.25,0.5,1.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Kalii bromidum,Kalii bromidum,Kalii bromidi,Act,2.0,6.0,,,,,,,,,,,,,1.0,3.0,0.25,0.5,1.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
